1545336900,173.22,176.75,175.76,174.75,1205.16
1545337200,174.4,176.0,174.95,175.14,833.67
1545337500,174.77,176.82,174.77,176.57,695.34
1545337800,176.43,177.79,176.5,176.94,1539.26
1545338100,174.4,177.0,176.93,175.11,1158.1
1545338400,172.51,176.87,175.21,173.4,1257.24
1545338700,170.0,174.0,173.35,172.16,2951.16
1545339000,170.59,174.96,171.79,173.74,1166.73
1545339300,172.15,173.93,173.74,172.72,712.98
1545339600,172.16,176.16,172.82,175.9,1003.05
1545339900,175.89,178.58,175.89,178.19,1994.11
1545340200,176.62,178.99,178.22,176.62,481.06
1545340500,176.52,178.25,176.55,177.66,409.38
1545340800,177.0,178.02,177.71,178.02,210.9
1545341100,177.11,179.0,178.02,178.99,660.89
1545341400,178.51,188.96,178.51,185.29,3263.2
1545341700,185.34,191.0,185.91,190.37,2954.84
1545342000,184.11,194.2,190.5,186.38,2535.78
1545342300,183.78,186.93,186.32,186.92,1247.2
1545342600,183.0,187.49,186.92,183.83,837.51
1545342900,184.34,191.21,184.38,190.44,1161.54
1545343200,187.0,194.0,190.43,191.41,2185.84
1545343500,188.26,191.15,191.15,190.0,988.54
1545343800,189.63,192.36,189.7,192.22,585.23
1545344100,191.64,195.34,192.22,195.34,966.36
1545344400,192.98,195.5,195.34,193.49,1219.93
1545344700,190.19,193.99,193.46,190.51,826.9
1545345000,190.43,194.38,190.52,194.0,944.49
1545345300,193.7,196.6,194.0,194.89,1320.66
1545345600,192.03,194.99,194.88,192.45,577.84
1545345900,191.0,194.9,192.43,193.53,746.49
1545346200,191.72,194.3,193.5,191.81,1009.85
1545346500,191.44,193.5,191.81,192.8,1051.54
1545346800,191.4,193.5,192.79,191.74,470.76
1545347100,187.1,192.49,191.46,191.14,1514.42
1545347400,189.63,192.1,190.78,191.69,457.02
1545347700,190.21,192.0,191.68,190.77,297.24
1545348000,185.01,190.49,190.26,185.03,1063.39
1545348300,182.26,185.99,185.01,185.41,992.11
1545348600,185.22,190.44,185.24,187.0,680.64
1545348900,186.42,188.29,187.01,187.01,523.71
1545349200,186.9,188.44,187.36,188.1,183.06
1545349500,187.51,188.5,188.4,187.97,336.12
1545349800,187.8,192.0,187.97,191.99,707.17
1545350100,190.61,193.0,191.99,191.4,929.31
1545350400,186.0,192.11,192.11,188.0,1052.28
1545350700,187.0,196.3,187.78,195.45,2512.28
1545351000,193.92,197.5,195.59,196.5,1919.89
1545351300,193.32,196.49,196.49,193.51,628.12
1545351600,192.8,195.98,193.73,195.4,714.54
1545351900,194.5,197.0,195.73,196.89,892.27
1545352200,193.0,196.89,196.89,195.83,752.86
1545352500,195.66,199.97,195.83,196.76,1306.26
1545352800,196.16,200.52,197.25,199.04,1656.94
1545353100,198.0,208.78,198.56,208.15,2969.24
1545353400,203.5,209.99,208.14,203.88,1781.42
1545353700,203.77,212.0,203.78,211.56,2371.22
1545354000,206.3,214.34,211.56,210.2,4076.21
1545354300,208.76,213.5,210.38,210.02,3082.8
1545354600,205.01,211.07,210.82,206.6,1826.69
1545354900,206.03,210.49,206.6,209.0,2146.25
1545355200,207.11,210.0,209.0,210.0,1214.02
1545355500,209.31,212.35,209.99,211.7,1028.56
1545355800,209.02,212.54,211.67,210.77,2282.05
1545356100,209.05,220.0,211.0,218.18,4779.58
1545356400,215.07,218.33,216.51,217.52,2467.91
1545356700,216.18,219.8,217.51,218.01,1664.18
1545357000,217.55,225.0,218.01,223.46,3106.99
1545357300,220.0,224.7,223.01,222.79,1911.9
1545357600,222.57,231.91,222.77,230.24,2942.41
1545357900,215.5,232.1,230.24,217.66,6082.05
1545358200,211.92,221.82,217.89,214.98,4557.48
1545358500,214.41,219.17,215.0,216.41,2171.68
1545358800,215.2,217.7,216.46,216.2,844.95
1545359100,206.0,216.7,216.2,207.12,4185.35
1545359400,202.13,212.33,207.24,211.62,3724.88
1545359700,209.11,213.0,211.75,209.11,1220.29
1545360000,209.6,213.33,209.6,210.87,932.88
1545360300,210.2,213.86,210.64,212.89,684.82
1545360600,212.88,216.63,212.89,216.63,933.08
1545360900,216.55,223.1,216.63,221.56,2511.51
1545361200,213.1,221.56,221.56,213.9,1377.95
1545361500,210.02,214.72,213.93,212.85,1035.2
1545361800,212.79,214.8,212.95,214.01,592.87
1545362100,203.77,213.9,213.9,205.87,2263.55
1545362400,202.43,205.77,205.77,204.01,1324.97
1545362700,204.11,213.95,204.5,211.93,1259.15
1545363000,209.09,211.94,211.93,209.85,571.27
1545363300,209.84,215.01,209.84,213.99,998.17
1545363600,207.66,214.0,213.99,209.41,481.23
1545363900,209.52,212.8,210.28,211.51,453.89
1545364200,211.0,212.7,211.58,212.0,200.61
1545364500,211.49,213.0,211.49,212.47,260.58
1545364800,212.99,214.48,213.0,213.0,386.31
1545365100,210.2,213.23,213.13,211.72,443.12
1545365400,210.46,211.59,211.59,210.99,226.5
1545365700,207.0,211.76,210.99,211.66,640.73
1545366000,211.11,212.0,211.74,211.92,297.75
1545366300,210.5,211.92,211.92,211.2,288.51
1545366600,211.18,213.35,211.2,212.51,602.2
1545366900,209.0,212.5,212.5,211.0,445.88
1545367200,210.0,211.11,211.11,211.0,292.07
1545367500,210.99,212.0,211.0,211.53,150.57
1545367800,211.51,212.25,211.52,212.21,119.97
1545368100,212.01,212.77,212.14,212.09,416.65
1545368400,212.21,214.7,212.67,214.0,762.88
1545368700,211.0,214.47,214.01,212.08,1079.56
1545369000,207.86,212.17,212.0,211.86,1003.59
1545369300,207.9,211.85,211.85,208.79,410.35
1545369600,209.35,210.5,209.79,209.87,223.44
1545369900,206.04,210.5,209.87,209.28,485.24
1545370200,205.5,209.45,209.32,206.8,607.96
1545370500,205.21,206.82,206.01,206.0,372.63
1545370800,194.0,206.0,206.0,194.03,3095.26
1545371100,188.01,196.6,194.03,195.19,2809.52
1545371400,195.41,198.7,195.99,198.69,952.43
1545371700,201.01,208.5,203.17,205.21,1146.53
1545372000,201.11,206.99,206.98,204.97,571.29
1545372300,204.95,209.7,204.95,208.01,1050.9
1545372600,207.01,209.39,209.39,208.0,342.11
1545372900,201.64,207.99,207.98,204.34,609.95
1545373200,203.53,208.5,204.65,207.0,701.32
1545373500,206.35,209.0,206.84,206.44,476.86
1545373800,206.0,207.9,206.45,207.0,497.09
1545374100,206.5,209.4,207.0,209.09,518.83
1545374400,208.01,212.99,208.88,212.99,678.99
1545374700,208.99,214.56,212.01,209.7,1119.09
1545375000,208.01,210.0,209.72,208.68,311.63
1545375300,207.81,209.0,208.61,209.0,348.33
1545375600,208.06,211.0,209.0,209.91,377.26
1545375900,209.01,210.95,210.42,209.01,144.91
1545376200,205.0,209.1,209.09,205.03,558.51
1545376500,205.03,209.0,205.03,208.98,329.81
1545376800,207.01,209.0,208.59,207.91,150.51
1545377100,206.16,207.85,207.85,207.41,147.27
1545377400,206.6,209.0,207.42,207.49,271.41
1545377700,205.7,207.5,207.49,207.0,150.89
1545378000,204.0,207.0,207.0,205.19,504.13
1545378300,203.09,207.78,205.13,206.68,441.2
1545378600,206.01,207.0,206.49,207.0,70.79
1545378900,206.72,211.0,207.0,210.98,473.54
1545379200,209.16,213.97,210.98,213.56,326.66
1545379500,213.55,222.0,213.56,220.53,2302.38
1545379800,215.85,221.99,219.28,217.5,1229.15
1545380100,217.19,222.22,218.62,219.76,981.19
1545380400,218.1,219.99,219.74,219.7,411.82
1545380700,219.51,221.51,219.55,221.17,365.94
1545381000,219.05,221.16,221.15,220.82,493.04
1545381300,218.11,221.0,220.98,218.38,342.21
1545381600,218.23,220.7,219.0,220.65,476.83
1545381900,219.65,222.22,220.65,222.21,448.49
