1547671800,0.121827,0.122138,0.121918,0.122138,7712.0
1547672100,0.121856,0.12214,0.12214,0.121856,1759.0
1547672400,0.121856,0.122,0.121856,0.122,2621.0
1547672700,0.121999,0.1227,0.121999,0.122318,15347.0
1547673000,0.122318,0.122664,0.122318,0.122512,5675.0
1547673300,0.122513,0.122616,0.122519,0.122612,967.0
1547673600,0.122613,0.122886,0.122613,0.122802,3183.0
1547673900,0.122312,0.122801,0.122801,0.122641,7388.0
1547674200,0.122601,0.12268,0.122638,0.122601,250.0
1547674500,0.122561,0.12268,0.122611,0.12268,895.0
1547674800,0.122391,0.122643,0.122643,0.122401,1490.0
1547675100,0.122401,0.122401,0.122401,0.122401,191.0
1547675400,0.12241,0.12281,0.12241,0.12281,1927.0
1547675700,0.122613,0.122888,0.122791,0.122613,4185.0
1547676000,0.122631,0.1229,0.122631,0.122898,9061.0
1547676600,0.12285,0.122876,0.122876,0.122875,2054.0
1547676900,0.122613,0.122875,0.122875,0.12263,6428.0
1547677200,0.12263,0.122875,0.12263,0.122649,15581.0
1547677500,0.12265,0.122875,0.12265,0.122875,3031.0
1547677800,0.122777,0.122875,0.122803,0.122875,224.0
1547678100,0.122875,0.12305,0.122875,0.123044,15682.0
1547678700,0.12302,0.12306,0.123045,0.12302,7619.0
1547679000,0.123026,0.123054,0.123027,0.123054,4371.0
1547679300,0.123055,0.12306,0.123055,0.123059,745.0
1547679600,0.123059,0.123068,0.12306,0.123068,11079.0
1547679900,0.123069,0.1231,0.123069,0.123086,6008.0
1547680200,0.123069,0.123081,0.123081,0.123069,217.0
1547680500,0.123081,0.123081,0.123081,0.123081,226.0
1547680800,0.12308,0.123081,0.123081,0.12308,139.0
1547681100,0.123081,0.123096,0.123081,0.123095,2228.0
1547681400,0.123095,0.1235,0.123095,0.123392,12976.0
1547681700,0.123392,0.12342,0.123392,0.12342,2379.0
1547682000,0.123391,0.12342,0.12342,0.12342,702.0
1547682300,0.12342,0.1239,0.12342,0.1239,18459.0
1547682600,0.123572,0.123907,0.1239,0.123573,6432.0
1547682900,0.123411,0.123589,0.123589,0.123548,1930.0
1547683200,0.123548,0.12377,0.123548,0.12377,1210.0
1547683500,0.123531,0.124,0.12377,0.123968,4357.0
1547683800,0.123968,0.124,0.123968,0.123997,3871.0
1547684100,0.12378,0.123996,0.123996,0.12378,996.0
1547684400,0.123437,0.123899,0.123772,0.12383,12675.0
1547684700,0.12383,0.12383,0.12383,0.12383,208.0
1547685000,0.12343,0.12383,0.12383,0.123803,2571.0
1547685300,0.12357,0.123803,0.123803,0.123799,2235.0
1547685600,0.123771,0.123803,0.123771,0.123803,1998.0
1547685900,0.123809,0.12381,0.12381,0.12381,5010.0
1547686200,0.12381,0.1239,0.12381,0.1239,7098.0
1547686500,0.123861,0.124,0.12389,0.123991,2296.0
